# phi  Veff_T1e-03  Veff_T1e-02  Veff_T1e-01
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
7.5451000000e-01 -2.0239150622e-03 -1.0578414938e-03 -5.0198018031e-04
7.5750000000e-01 -2.0561593816e-03 -1.0744370973e-03 -5.0901136539e-04
7.6049000000e-01 -2.0887874532e-03 -1.0912270782e-03 -5.1610702011e-04
7.6348000000e-01 -2.1218023097e-03 -1.1082129474e-03 -5.2326744116e-04
7.6647000000e-01 -2.1552069957e-03 -1.1253962215e-03 -5.3049292532e-04
7.6946000000e-01 -2.1890045681e-03 -1.1427784232e-03 -5.3778376946e-04
7.7245000000e-01 -2.2231980952e-03 -1.1603610808e-03 -5.4514027056e-04
7.7544000000e-01 -2.2577906577e-03 -1.1781457286e-03 -5.5256272564e-04
7.7843000000e-01 -2.2927853479e-03 -1.1961339066e-03 -5.6005143186e-04
7.8142000000e-01 -2.3281852704e-03 -1.2143271608e-03 -5.6760668643e-04
7.8441000000e-01 -2.3639935413e-03 -1.2327270429e-03 -5.7522878667e-04
7.8740000000e-01 -2.4002132890e-03 -1.2513351106e-03 -5.8291802999e-04
7.9039000000e-01 -2.4368476537e-03 -1.2701529274e-03 -5.9067471386e-04
7.9338000000e-01 -2.4738997875e-03 -1.2891820624e-03 -5.9849913588e-04
7.9637000000e-01 -2.5113728545e-03 -1.3084240910e-03 -6.0639159371e-04
7.9936000000e-01 -2.5492700306e-03 -1.3278805940e-03 -6.1435238511e-04
8.0235000000e-01 -2.5875945039e-03 -1.3475531584e-03 -6.2238180792e-04
8.0534000000e-01 -2.6263494743e-03 -1.3674433767e-03 -6.3048016008e-04
8.0833000000e-01 -2.6655381534e-03 -1.3875528476e-03 -6.3864773960e-04
8.1132000000e-01 -2.7051637652e-03 -1.4078831755e-03 -6.4688484460e-04
8.1431000000e-01 -2.7452295452e-03 -1.4284359704e-03 -6.5519177328e-04
8.1730000000e-01 -2.7857387412e-03 -1.4492128486e-03 -6.6356882392e-04
8.2029000000e-01 -2.8266946127e-03 -1.4702154320e-03 -6.7201629490e-04
8.2328000000e-01 -2.8681004311e-03 -1.4914453482e-03 -6.8053448469e-04
8.2627000000e-01 -2.9099594800e-03 -1.5129042308e-03 -6.8912369184e-04
8.2926000000e-01 -2.9522750547e-03 -1.5345937195e-03 -6.9778421498e-04
8.3225000000e-01 -2.9950504625e-03 -1.5565154593e-03 -7.0651635286e-04
8.3524000000e-01 -3.0382890227e-03 -1.5786711015e-03 -7.1532040428e-04
8.3823000000e-01 -3.0819940665e-03 -1.6010623031e-03 -7.2419666817e-04
8.4122000000e-01 -3.1261689370e-03 -1.6236907268e-03 -7.3314544350e-04
8.4421000000e-01 -3.1708169892e-03 -1.6465580414e-03 -7.4216702937e-04
8.4720000000e-01 -3.2159415902e-03 -1.6696659213e-03 -7.5126172494e-04
8.5019000000e-01 -3.2615461188e-03 -1.6930160470e-03 -7.6042982949e-04
8.5318000000e-01 -3.3076339660e-03 -1.7166101046e-03 -7.6967164235e-04
8.5617000000e-01 -3.3542085346e-03 -1.7404497862e-03 -7.7898746297e-04
8.5916000000e-01 -3.4012732393e-03 -1.7645367896e-03 -7.8837759088e-04
8.6215000000e-01 -3.4488315068e-03 -1.7888728187e-03 -7.9784232568e-04
8.6514000000e-01 -3.4968867757e-03 -1.8134595830e-03 -8.0738196709e-04
8.6813000000e-01 -3.5454424965e-03 -1.8382987980e-03 -8.1699681489e-04
8.7112000000e-01 -3.5945021319e-03 -1.8633921849e-03 -8.2668716897e-04
8.7411000000e-01 -3.6440691561e-03 -1.8887414708e-03 -8.3645332929e-04
8.7710000000e-01 -3.6941470556e-03 -1.9143483887e-03 -8.4629559591e-04
8.8009000000e-01 -3.7447393286e-03 -1.9402146774e-03 -8.5621426898e-04
8.8308000000e-01 -3.7958494855e-03 -1.9663420817e-03 -8.6620964874e-04
8.8607000000e-01 -3.8474810483e-03 -1.9927323519e-03 -8.7628203550e-04
8.8906000000e-01 -3.8996375512e-03 -2.0193872445e-03 -8.8643172968e-04
8.9205000000e-01 -3.9523225402e-03 -2.0463085215e-03 -8.9665903178e-04
8.9504000000e-01 -4.0055395734e-03 -2.0734979512e-03 -9.0696424239e-04
8.9803000000e-01 -4.0592922206e-03 -2.1009573072e-03 -9.1734766218e-04
9.0102000000e-01 -4.1135840638e-03 -2.1286883695e-03 -9.2780959192e-04
9.0401000000e-01 -4.1684186966e-03 -2.1566929235e-03 -9.3835033246e-04
9.0700000000e-01 -4.2237997249e-03 -2.1849727606e-03 -9.4897018475e-04
9.0999000000e-01 -4.2797307663e-03 -2.2135296782e-03 -9.5966944982e-04
9.1298000000e-01 -4.3362154504e-03 -2.2423654793e-03 -9.7044842879e-04
9.1597000000e-01 -4.3932574187e-03 -2.2714819729e-03 -9.8130742286e-04
9.1896000000e-01 -4.4508603248e-03 -2.3008809738e-03 -9.9224673334e-04
9.2195000000e-01 -4.5090278341e-03 -2.3305643026e-03 -1.0032666616e-03
9.2494000000e-01 -4.5677636239e-03 -2.3605337858e-03 -1.0143675091e-03
9.2793000000e-01 -4.6270713835e-03 -2.3907912557e-03 -1.0255495775e-03
9.3092000000e-01 -4.6869548141e-03 -2.4213385506e-03 -1.0368131683e-03
9.3391000000e-01 -4.7474176290e-03 -2.4521775144e-03 -1.0481585834e-03
9.3690000000e-01 -4.8084635531e-03 -2.4833099970e-03 -1.0595861244e-03
9.3989000000e-01 -4.8700963236e-03 -2.5147378541e-03 -1.0710960935e-03
9.4288000000e-01 -4.9323196893e-03 -2.5464629473e-03 -1.0826887925e-03
9.4587000000e-01 -4.9951374113e-03 -2.5784871440e-03 -1.0943645235e-03
9.4886000000e-01 -5.0585532624e-03 -2.6108123174e-03 -1.1061235888e-03
9.5185000000e-01 -5.1225710274e-03 -2.6434403466e-03 -1.1179662906e-03
9.5484000000e-01 -5.1871945029e-03 -2.6763731166e-03 -1.1298929313e-03
9.5783000000e-01 -5.2524274976e-03 -2.7096125181e-03 -1.1419038133e-03
9.6082000000e-01 -5.3182738322e-03 -2.7431604478e-03 -1.1539992391e-03
9.6381000000e-01 -5.3847373392e-03 -2.7770188082e-03 -1.1661795114e-03
9.6680000000e-01 -5.4518218630e-03 -2.8111895074e-03 -1.1784449329e-03
9.6979000000e-01 -5.5195312600e-03 -2.8456744598e-03 -1.1907958064e-03
9.7278000000e-01 -5.5878693987e-03 -2.8804755853e-03 -1.2032324348e-03
9.7577000000e-01 -5.6568401592e-03 -2.9155948098e-03 -1.2157551210e-03
9.7876000000e-01 -5.7264474337e-03 -2.9510340650e-03 -1.2283641682e-03
9.8175000000e-01 -5.7966951265e-03 -2.9867952884e-03 -1.2410598794e-03
9.8474000000e-01 -5.8675871537e-03 -3.0228804234e-03 -1.2538425579e-03
9.8773000000e-01 -5.9391274432e-03 -3.0592914192e-03 -1.2667125071e-03
9.9072000000e-01 -6.0113199350e-03 -3.0960302309e-03 -1.2796700304e-03
9.9371000000e-01 -6.0841685810e-03 -3.1330988195e-03 -1.2927154312e-03
9.9670000000e-01 -6.1576773450e-03 -3.1704991516e-03 -1.3058490133e-03
9.9969000000e-01 -6.2318502029e-03 -3.2082332000e-03 -1.3190710802e-03
1.0026800000e+00 -6.3066911424e-03 -3.2463029430e-03 -1.3323819357e-03
1.0056700000e+00 -6.3822041630e-03 -3.2847103650e-03 -1.3457818838e-03
1.0086600000e+00 -6.4583932763e-03 -3.3234574562e-03 -1.3592712283e-03
1.0116500000e+00 -6.5352625060e-03 -3.3625462124e-03 -1.3728502733e-03
1.0146400000e+00 -6.6128158874e-03 -3.4019786356e-03 -1.3865193229e-03
1.0176300000e+00 -6.6910574679e-03 -3.4417567334e-03 -1.4002786814e-03
1.0206200000e+00 -6.7699913069e-03 -3.4818825194e-03 -1.4141286531e-03
1.0236100000e+00 -6.8496214757e-03 -3.5223580129e-03 -1.4280695422e-03
1.0266000000e+00 -6.9299520574e-03 -3.5631852391e-03 -1.4421016534e-03
1.0295900000e+00 -7.0109871471e-03 -3.6043662291e-03 -1.4562252912e-03
1.0325800000e+00 -7.0927308521e-03 -3.6459030199e-03 -1.4704407603e-03
1.0355700000e+00 -7.1751872912e-03 -3.6877976541e-03 -1.4847483653e-03
1.0385600000e+00 -7.2583605954e-03 -3.7300521804e-03 -1.4991484112e-03
1.0415500000e+00 -7.3422549077e-03 -3.7726686532e-03 -1.5136412029e-03
1.0445400000e+00 -7.4268743827e-03 -3.8156491328e-03 -1.5282270454e-03
1.0475300000e+00 -7.5122231874e-03 -3.8589956853e-03 -1.5429062437e-03
1.0505200000e+00 -7.5983055004e-03 -3.9027103827e-03 -1.5576791031e-03
1.0535100000e+00 -7.6851255124e-03 -3.9467953028e-03 -1.5725459289e-03
1.0565000000e+00 -7.7726874258e-03 -3.9912525293e-03 -1.5875070264e-03
1.0594900000e+00 -7.8609954553e-03 -4.0360841517e-03 -1.6025627010e-03
1.0624800000e+00 -7.9500538272e-03 -4.0812922654e-03 -1.6177132584e-03
1.0654700000e+00 -8.0398667799e-03 -4.1268789715e-03 -1.6329590041e-03
1.0684600000e+00 -8.1304385639e-03 -4.1728463772e-03 -1.6483002439e-03
1.0714500000e+00 -8.2217734412e-03 -4.2191965952e-03 -1.6637372836e-03
1.0744400000e+00 -8.3138756862e-03 -4.2659317444e-03 -1.6792704291e-03
1.0774300000e+00 -8.4067495849e-03 -4.3130539492e-03 -1.6948999864e-03
1.0804200000e+00 -8.5003994354e-03 -4.3605653403e-03 -1.7106262615e-03
1.0834100000e+00 -8.5948295478e-03 -4.4084680537e-03 -1.7264495606e-03
1.0864000000e+00 -8.6900442439e-03 -4.4567642317e-03 -1.7423701900e-03
1.0893900000e+00 -8.7860478576e-03 -4.5054560221e-03 -1.7583884560e-03
1.0923800000e+00 -8.8828447347e-03 -4.5545455789e-03 -1.7745046650e-03
1.0953700000e+00 -8.9804392331e-03 -4.6040350616e-03 -1.7907191236e-03
1.0983600000e+00 -9.0788357223e-03 -4.6539266358e-03 -1.8070321383e-03
1.1013500000e+00 -9.1780385841e-03 -4.7042224727e-03 -1.8234440159e-03
1.1043400000e+00 -9.2780522119e-03 -4.7549247496e-03 -1.8399550631e-03
1.1073300000e+00 -9.3788810112e-03 -4.8060356496e-03 -1.8565655869e-03
1.1103200000e+00 -9.4805293996e-03 -4.8575573614e-03 -1.8732758941e-03
1.1133100000e+00 -9.5830018063e-03 -4.9094920798e-03 -1.8900862918e-03
1.1163000000e+00 -9.6863026727e-03 -4.9618420054e-03 -1.9069970872e-03
1.1192900000e+00 -9.7904364521e-03 -5.0146093446e-03 -1.9240085875e-03
1.1222800000e+00 -9.8954076095e-03 -5.0677963096e-03 -1.9411211000e-03
1.1252700000e+00 -1.0001220622e-02 -5.1214051186e-03 -1.9583349321e-03
1.1282600000e+00 -1.0107879979e-02 -5.1754379955e-03 -1.9756503912e-03
1.1312500000e+00 -1.0215390181e-02 -5.2298971700e-03 -1.9930677851e-03
1.1342400000e+00 -1.0323755742e-02 -5.2847848779e-03 -2.0105874213e-03
1.1372300000e+00 -1.0432981185e-02 -5.3401033605e-03 -2.0282096076e-03
1.1402200000e+00 -1.0543071048e-02 -5.3958548653e-03 -2.0459346518e-03
1.1432100000e+00 -1.0654029880e-02 -5.4520416454e-03 -2.0637628619e-03
1.1462000000e+00 -1.0765862241e-02 -5.5086659598e-03 -2.0816945459e-03
1.1491900000e+00 -1.0878572704e-02 -5.5657300734e-03 -2.0997300120e-03
1.1521800000e+00 -1.0992165854e-02 -5.6232362568e-03 -2.1178695682e-03
1.1551700000e+00 -1.1106646286e-02 -5.6811867867e-03 -2.1361135229e-03
1.1581600000e+00 -1.1222018610e-02 -5.7395839454e-03 -2.1544621846e-03
1.1611500000e+00 -1.1338287445e-02 -5.7984300212e-03 -2.1729158615e-03
1.1641400000e+00 -1.1455457425e-02 -5.8577273082e-03 -2.1914748624e-03
1.1671300000e+00 -1.1573533193e-02 -5.9174781062e-03 -2.2101394957e-03
1.1701200000e+00 -1.1692519405e-02 -5.9776847211e-03 -2.2289100704e-03
1.1731100000e+00 -1.1812420729e-02 -6.0383494645e-03 -2.2477868951e-03
1.1761000000e+00 -1.1933241846e-02 -6.0994746539e-03 -2.2667702789e-03
1.1790900000e+00 -1.2054987448e-02 -6.1610626125e-03 -2.2858605306e-03
1.1820800000e+00 -1.2177662238e-02 -6.2231156695e-03 -2.3050579594e-03
1.1850700000e+00 -1.2301270932e-02 -6.2856361600e-03 -2.3243628745e-03
1.1880600000e+00 -1.2425818259e-02 -6.3486264247e-03 -2.3437755850e-03
1.1910500000e+00 -1.2551308957e-02 -6.4120888104e-03 -2.3632964004e-03
1.1940400000e+00 -1.2677747779e-02 -6.4760256696e-03 -2.3829256301e-03
1.1970300000e+00 -1.2805139488e-02 -6.5404393607e-03 -2.4026635837e-03
1.2000200000e+00 -1.2933488859e-02 -6.6053322479e-03 -2.4225105707e-03
1.2030100000e+00 -1.3062800681e-02 -6.6707067013e-03 -2.4424669008e-03
1.2060000000e+00 -1.3193079752e-02 -6.7365650967e-03 -2.4625328838e-03
1.2089900000e+00 -1.3324330884e-02 -6.8029098160e-03 -2.4827088297e-03
1.2119800000e+00 -1.3456558900e-02 -6.8697432468e-03 -2.5029950484e-03
1.2149700000e+00 -1.3589768635e-02 -6.9370677825e-03 -2.5233918499e-03
1.2179600000e+00 -1.3723964937e-02 -7.0048858224e-03 -2.5438995444e-03
1.2209500000e+00 -1.3859152664e-02 -7.0731997716e-03 -2.5645184421e-03
1.2239400000e+00 -1.3995336689e-02 -7.1420120412e-03 -2.5852488533e-03
1.2269300000e+00 -1.4132521892e-02 -7.2113250480e-03 -2.6060910886e-03
1.2299200000e+00 -1.4270713170e-02 -7.2811412146e-03 -2.6270454583e-03
1.2329100000e+00 -1.4409915430e-02 -7.3514629695e-03 -2.6481122730e-03
1.2359000000e+00 -1.4550133590e-02 -7.4222927472e-03 -2.6692918435e-03
1.2388900000e+00 -1.4691372580e-02 -7.4936329879e-03 -2.6905844804e-03
1.2418800000e+00 -1.4833637344e-02 -7.5654861375e-03 -2.7119904947e-03
1.2448700000e+00 -1.4976932837e-02 -7.6378546481e-03 -2.7335101973e-03
1.2478600000e+00 -1.5121264023e-02 -7.7107409772e-03 -2.7551438992e-03
1.2508500000e+00 -1.5266635883e-02 -7.7841475887e-03 -2.7768919116e-03
1.2538400000e+00 -1.5413053406e-02 -7.8580769518e-03 -2.7987545456e-03
1.2568300000e+00 -1.5560521595e-02 -7.9325315419e-03 -2.8207321126e-03
1.2598200000e+00 -1.5709045465e-02 -8.0075138400e-03 -2.8428249238e-03
1.2628100000e+00 -1.5858630040e-02 -8.0830263332e-03 -2.8650332909e-03
1.2658000000e+00 -1.6009280360e-02 -8.1590715143e-03 -2.8873575254e-03
1.2687900000e+00 -1.6161001474e-02 -8.2356518819e-03 -2.9097979389e-03
1.2717800000e+00 -1.6313798445e-02 -8.3127699405e-03 -2.9323548431e-03
1.2747700000e+00 -1.6467676347e-02 -8.3904282006e-03 -2.9550285499e-03
1.2777600000e+00 -1.6622640265e-02 -8.4686291782e-03 -2.9778193712e-03
1.2807500000e+00 -1.6778695297e-02 -8.5473753954e-03 -3.0007276191e-03
1.2837400000e+00 -1.6935846553e-02 -8.6266693802e-03 -3.0237536055e-03
1.2867300000e+00 -1.7094099154e-02 -8.7065136662e-03 -3.0468976427e-03
1.2897200000e+00 -1.7253458236e-02 -8.7869107930e-03 -3.0701600429e-03
1.2927100000e+00 -1.7413928941e-02 -8.8678633061e-03 -3.0935411186e-03
1.2957000000e+00 -1.7575516430e-02 -8.9493737566e-03 -3.1170411821e-03
1.2986900000e+00 -1.7738225870e-02 -9.0314447018e-03 -3.1406605461e-03
1.3016800000e+00 -1.7902062444e-02 -9.1140787046e-03 -3.1643995230e-03
1.3046700000e+00 -1.8067031344e-02 -9.1972783337e-03 -3.1882584257e-03
1.3076600000e+00 -1.8233137775e-02 -9.2810461639e-03 -3.2122375669e-03
1.3106500000e+00 -1.8400386956e-02 -9.3653847756e-03 -3.2363372595e-03
1.3136400000e+00 -1.8568784116e-02 -9.4502967551e-03 -3.2605578165e-03
1.3166300000e+00 -1.8738334494e-02 -9.5357846946e-03 -3.2848995510e-03
1.3196200000e+00 -1.8909043344e-02 -9.6218511922e-03 -3.3093627761e-03
1.3226100000e+00 -1.9080915932e-02 -9.7084988518e-03 -3.3339478050e-03
1.3256000000e+00 -1.9253957534e-02 -9.7957302830e-03 -3.3586549512e-03
1.3285900000e+00 -1.9428173439e-02 -9.8835481014e-03 -3.3834845280e-03
1.3315800000e+00 -1.9603568947e-02 -9.9719549283e-03 -3.4084368489e-03
1.3345700000e+00 -1.9780149372e-02 -1.0060953391e-02 -3.4335122275e-03
1.3375600000e+00 -1.9957920038e-02 -1.0150546123e-02 -3.4587109776e-03
1.3405500000e+00 -2.0136886281e-02 -1.0240735763e-02 -3.4840334128e-03
1.3435400000e+00 -2.0317053450e-02 -1.0331524955e-02 -3.5094798471e-03
1.3465300000e+00 -2.0498426906e-02 -1.0422916351e-02 -3.5350505943e-03
1.3495200000e+00 -2.0681012021e-02 -1.0514912606e-02 -3.5607459686e-03
1.3525100000e+00 -2.0864814179e-02 -1.0607516384e-02 -3.5865662841e-03
1.3555000000e+00 -2.1049838776e-02 -1.0700730352e-02 -3.6125118550e-03
1.3584900000e+00 -2.1236091221e-02 -1.0794557184e-02 -3.6385829955e-03
1.3614800000e+00 -2.1423576933e-02 -1.0888999560e-02 -3.6647800202e-03
1.3644700000e+00 -2.1612301345e-02 -1.0984060167e-02 -3.6911032434e-03
1.3674600000e+00 -2.1802269901e-02 -1.1079741694e-02 -3.7175529797e-03
1.3704500000e+00 -2.1993488057e-02 -1.1176046840e-02 -3.7441295439e-03
1.3734400000e+00 -2.2185961281e-02 -1.1272978309e-02 -3.7708332505e-03
1.3764300000e+00 -2.2379695051e-02 -1.1370538808e-02 -3.7976644146e-03
1.3794200000e+00 -2.2574694861e-02 -1.1468731054e-02 -3.8246233510e-03
1.3824100000e+00 -2.2770966214e-02 -1.1567557766e-02 -3.8517103747e-03
1.3854000000e+00 -2.2968514625e-02 -1.1667021672e-02 -3.8789258008e-03
1.3883900000e+00 -2.3167345622e-02 -1.1767125503e-02 -3.9062699445e-03
1.3913800000e+00 -2.3367464745e-02 -1.1867871999e-02 -3.9337431212e-03
1.3943700000e+00 -2.3568877544e-02 -1.1969263903e-02 -3.9613456460e-03
1.3973600000e+00 -2.3771589584e-02 -1.2071303966e-02 -3.9890778346e-03
1.4003500000e+00 -2.3975606439e-02 -1.2173994942e-02 -4.0169400025e-03
1.4033400000e+00 -2.4180933697e-02 -1.2277339595e-02 -4.0449324652e-03
1.4063300000e+00 -2.4387576957e-02 -1.2381340691e-02 -4.0730555386e-03
1.4093200000e+00 -2.4595541831e-02 -1.2486001003e-02 -4.1013095384e-03
1.4123100000e+00 -2.4804833940e-02 -1.2591323312e-02 -4.1296947805e-03
1.4153000000e+00 -2.5015458920e-02 -1.2697310401e-02 -4.1582115809e-03
1.4182900000e+00 -2.5227422419e-02 -1.2803965063e-02 -4.1868602557e-03
1.4212800000e+00 -2.5440730094e-02 -1.2911290093e-02 -4.2156411211e-03
1.4242700000e+00 -2.5655387617e-02 -1.3019288295e-02 -4.2445544932e-03
1.4272600000e+00 -2.5871400670e-02 -1.3127962476e-02 -4.2736006885e-03
1.4302500000e+00 -2.6088774949e-02 -1.3237315452e-02 -4.3027800234e-03
1.4332400000e+00 -2.6307516159e-02 -1.3347350041e-02 -4.3320928143e-03
1.4362300000e+00 -2.6527630020e-02 -1.3458069071e-02 -4.3615393780e-03
1.4392200000e+00 -2.6749122261e-02 -1.3569475373e-02 -4.3911200310e-03
1.4422100000e+00 -2.6971998625e-02 -1.3681571784e-02 -4.4208350902e-03
1.4452000000e+00 -2.7196264867e-02 -1.3794361149e-02 -4.4506848725e-03
1.4481900000e+00 -2.7421926752e-02 -1.3907846316e-02 -4.4806696947e-03
1.4511800000e+00 -2.7648990060e-02 -1.4022030141e-02 -4.5107898741e-03
1.4541700000e+00 -2.7877460580e-02 -1.4136915484e-02 -4.5410457276e-03
1.4571600000e+00 -2.8107344114e-02 -1.4252505214e-02 -4.5714375725e-03
1.4601500000e+00 -2.8338646476e-02 -1.4368802201e-02 -4.6019657261e-03
1.4631400000e+00 -2.8571373493e-02 -1.4485809326e-02 -4.6326305059e-03
1.4661300000e+00 -2.8805531001e-02 -1.4603529473e-02 -4.6634322294e-03
1.4691200000e+00 -2.9041124852e-02 -1.4721965531e-02 -4.6943712140e-03
1.4721100000e+00 -2.9278160907e-02 -1.4841120396e-02 -4.7254477775e-03
1.4751000000e+00 -2.9516645039e-02 -1.4960996972e-02 -4.7566622376e-03
1.4780900000e+00 -2.9756583134e-02 -1.5081598165e-02 -4.7880149122e-03
1.4810800000e+00 -2.9997981090e-02 -1.5202926890e-02 -4.8195061192e-03
1.4840700000e+00 -3.0240844816e-02 -1.5324986065e-02 -4.8511361767e-03
1.4870600000e+00 -3.0485180234e-02 -1.5447778617e-02 -4.8829054026e-03
1.4900500000e+00 -3.0730993278e-02 -1.5571307475e-02 -4.9148141154e-03
1.4930400000e+00 -3.0978289892e-02 -1.5695575578e-02 -4.9468626331e-03
1.4960300000e+00 -3.1227076033e-02 -1.5820585869e-02 -4.9790512743e-03
1.4990200000e+00 -3.1477357672e-02 -1.5946341295e-02 -5.0113803573e-03
1.5020100000e+00 -3.1729140789e-02 -1.6072844812e-02 -5.0438502008e-03
1.5050000000e+00 -3.1982431377e-02 -1.6200099380e-02 -5.0764611233e-03
1.5079900000e+00 -3.2237235441e-02 -1.6328107965e-02 -5.1092134436e-03
1.5109800000e+00 -3.2493558998e-02 -1.6456873539e-02 -5.1421074805e-03
1.5139700000e+00 -3.2751408078e-02 -1.6586399080e-02 -5.1751435530e-03
1.5169600000e+00 -3.3010788721e-02 -1.6716687573e-02 -5.2083219799e-03
1.5199500000e+00 -3.3271706979e-02 -1.6847742006e-02 -5.2416430805e-03
1.5229400000e+00 -3.3534168918e-02 -1.6979565376e-02 -5.2751071738e-03
1.5259300000e+00 -3.3798180614e-02 -1.7112160683e-02 -5.3087145792e-03
1.5289200000e+00 -3.4063748155e-02 -1.7245530934e-02 -5.3424656159e-03
1.5319100000e+00 -3.4330877643e-02 -1.7379679144e-02 -5.3763606035e-03
1.5349000000e+00 -3.4599575190e-02 -1.7514608329e-02 -5.4103998614e-03
1.5378900000e+00 -3.4869846919e-02 -1.7650321517e-02 -5.4445837093e-03
1.5408800000e+00 -3.5141698968e-02 -1.7786821736e-02 -5.4789124669e-03
1.5438700000e+00 -3.5415137484e-02 -1.7924112023e-02 -5.5133864539e-03
1.5468600000e+00 -3.5690168629e-02 -1.8062195421e-02 -5.5480059902e-03
1.5498500000e+00 -3.5966798573e-02 -1.8201074977e-02 -5.5827713959e-03
1.5528400000e+00 -3.6245033501e-02 -1.8340753746e-02 -5.6176829909e-03
1.5558300000e+00 -3.6524879610e-02 -1.8481234787e-02 -5.6527410955e-03
1.5588200000e+00 -3.6806343106e-02 -1.8622521166e-02 -5.6879460297e-03
1.5618100000e+00 -3.7089430210e-02 -1.8764615955e-02 -5.7232981141e-03
1.5648000000e+00 -3.7374147154e-02 -1.8907522230e-02 -5.7587976689e-03
1.5677900000e+00 -3.7660500182e-02 -1.9051243075e-02 -5.7944450147e-03
1.5707800000e+00 -3.7948495548e-02 -1.9195781579e-02 -5.8302404721e-03
1.5737700000e+00 -3.8238139522e-02 -1.9341140836e-02 -5.8661843618e-03
1.5767600000e+00 -3.8529438382e-02 -1.9487323948e-02 -5.9022770044e-03
1.5797500000e+00 -3.8822398419e-02 -1.9634334021e-02 -5.9385187209e-03
1.5827400000e+00 -3.9117025939e-02 -1.9782174167e-02 -5.9749098322e-03
1.5857300000e+00 -3.9413327254e-02 -1.9930847505e-02 -6.0114506594e-03
1.5887200000e+00 -3.9711308694e-02 -2.0080357159e-02 -6.0481415235e-03
1.5917100000e+00 -4.0010976597e-02 -2.0230706258e-02 -6.0849827458e-03
1.5947000000e+00 -4.0312337315e-02 -2.0381897938e-02 -6.1219746475e-03
1.5976900000e+00 -4.0615397210e-02 -2.0533935341e-02 -6.1591175501e-03
1.6006800000e+00 -4.0920162658e-02 -2.0686821615e-02 -6.1964117750e-03
1.6036700000e+00 -4.1226640045e-02 -2.0840559912e-02 -6.2338576438e-03
1.6066600000e+00 -4.1534835771e-02 -2.0995153393e-02 -6.2714554781e-03
1.6096500000e+00 -4.1844756247e-02 -2.1150605221e-02 -6.3092055997e-03
1.6126400000e+00 -4.2156407895e-02 -2.1306918567e-02 -6.3471083304e-03
1.6156300000e+00 -4.2469797150e-02 -2.1464096610e-02 -6.3851639921e-03
1.6186200000e+00 -4.2784930458e-02 -2.1622142530e-02 -6.4233729069e-03
1.6216100000e+00 -4.3101814279e-02 -2.1781059516e-02 -6.4617353967e-03
1.6246000000e+00 -4.3420455083e-02 -2.1940850762e-02 -6.5002517838e-03
1.6275900000e+00 -4.3740859352e-02 -2.2101519470e-02 -6.5389223905e-03
1.6305800000e+00 -4.4063033581e-02 -2.2263068843e-02 -6.5777475392e-03
1.6335700000e+00 -4.4386984277e-02 -2.2425502095e-02 -6.6167275522e-03
1.6365600000e+00 -4.4712717956e-02 -2.2588822442e-02 -6.6558627521e-03
1.6395500000e+00 -4.5040241151e-02 -2.2753033109e-02 -6.6951534615e-03
1.6425400000e+00 -4.5369560402e-02 -2.2918137324e-02 -6.7346000031e-03
1.6455300000e+00 -4.5700682265e-02 -2.3084138323e-02 -6.7742026998e-03
1.6485200000e+00 -4.6033613304e-02 -2.3251039347e-02 -6.8139618745e-03
1.6515100000e+00 -4.6368360099e-02 -2.3418843641e-02 -6.8538778500e-03
1.6545000000e+00 -4.6704929239e-02 -2.3587554460e-02 -6.8939509495e-03
1.6574900000e+00 -4.7043327325e-02 -2.3757175062e-02 -6.9341814962e-03
1.6604800000e+00 -4.7383560972e-02 -2.3927708710e-02 -6.9745698132e-03
1.6634700000e+00 -4.7725636806e-02 -2.4099158676e-02 -7.0151162239e-03
1.6664600000e+00 -4.8069561464e-02 -2.4271528235e-02 -7.0558210517e-03
1.6694500000e+00 -4.8415341595e-02 -2.4444820669e-02 -7.0966846202e-03
1.6724400000e+00 -4.8762983862e-02 -2.4619039265e-02 -7.1377072529e-03
1.6754300000e+00 -4.9112494937e-02 -2.4794187319e-02 -7.1788892735e-03
1.6784200000e+00 -4.9463881506e-02 -2.4970268127e-02 -7.2202310058e-03
1.6814100000e+00 -4.9817150267e-02 -2.5147284998e-02 -7.2617327737e-03
1.6844000000e+00 -5.0172307929e-02 -2.5325241240e-02 -7.3033949010e-03
1.6873900000e+00 -5.0529361213e-02 -2.5504140171e-02 -7.3452177120e-03
1.6903800000e+00 -5.0888316852e-02 -2.5683985115e-02 -7.3872015305e-03
1.6933700000e+00 -5.1249181591e-02 -2.5864779399e-02 -7.4293466810e-03
1.6963600000e+00 -5.1611962187e-02 -2.6046526358e-02 -7.4716534876e-03
1.6993500000e+00 -5.1976665410e-02 -2.6229229332e-02 -7.5141222749e-03
1.7023400000e+00 -5.2343298040e-02 -2.6412891668e-02 -7.5567533672e-03
1.7053300000e+00 -5.2711866870e-02 -2.6597516718e-02 -7.5995470891e-03
1.7083200000e+00 -5.3082378705e-02 -2.6783107840e-02 -7.6425037654e-03
1.7113100000e+00 -5.3454840362e-02 -2.6969668396e-02 -7.6856237207e-03
1.7143000000e+00 -5.3829258669e-02 -2.7157201758e-02 -7.7289072798e-03
1.7172900000e+00 -5.4205640467e-02 -2.7345711300e-02 -7.7723547678e-03
